Age Gender University_GPA Internships_Completed Soft_Skills_Score Networking_Score Job_Offers Starting_Salary Career_Satisfaction
21 Female 2.67 2 1 4 0 54900.0 2
21 Female 2.06 2 5 1 2 31900.0 9
21 Female 3.22 1 1 7 1 83900.0 2
23 Male 3.14 0 6 5 0 51100.0 1
24 Female 2.19 4 8 1 5 34000.0 4
23 Male 3.19 1 7 5 3 27900.0 9
18 Male 4.0 4 1 8 2 56900.0 8
29 Female 3.89 0 8 10 3 44100.0 7
25 Male 2.01 1 9 8 2 54500.0 8
27 Female 3.59 3 10 2 1 81800.0 2
28 Female 2.71 2 2 1 0 50400.0 5
24 Male 2.13 1 1 2 0 66300.0 7
23 Male 2.59 1 6 6 1 35300.0 1
23 Male 2.64 0 4 5 5 53900.0 6
22 Male 3.05 3 7 4 5 37200.0 7
23 Female 3.32 1 3 8 4 32600.0 8
29 Female 3.5 3 3 5 2 52800.0 5
26 Male 2.49 4 8 4 5 72200.0 8
27 Male 2.64 1 7 8 5 64500.0 10
26 Female 2.62 3 5 1 2 90800.0 1
27 Female 2.73 2 3 9 4 49200.0 4
25 Male 4.0 0 1 2 1 55100.0 6
27 Male 3.56 3 3 8 3 60000.0 4
26 Female 3.95 0 9 9 3 51700.0 5
27 Male 3.39 1 1 10 1 63300.0 2
25 Male 2.81 1 5 8 3 41900.0 7
25 Female 2.78 4 4 9 1 39600.0 9
18 Female 2.98 0 6 4 2 42300.0 7
27 Female 2.83 2 2 2 2 34900.0 1
28 Female 3.66 2 4 3 4 25000.0 2
22 Female 2.93 3 9 8 5 47700.0 8
21 Male 2.59 2 5 5 1 25000.0 1
19 Male 3.55 0 8 4 5 44000.0 2
25 Male 3.71 1 2 3 3 25000.0 5
20 Male 2.84 0 9 3 1 74000.0 6
21 Female 3.34 0 7 10 0 44000.0 1
29 Female 2.12 1 7 10 4 25000.0 1
24 Other 3.06 0 2 7 0 50500.0 2
27 Female 2.09 2 8 8 4 54000.0 3
26 Male 2.06 3 9 5 4 41000.0 9
19 Male 3.23 3 10 8 4 74200.0 3
20 Female 2.61 0 5 9 0 58800.0 8
21 Female 3.49 1 3 4 4 46300.0 6
27 Female 3.79 4 3 2 1 57900.0 10
18 Female 2.28 0 6 5 1 73200.0 5
24 Female 3.45 0 1 2 0 31800.0 9
19 Female 3.03 4 10 10 2 37700.0 8
22 Male 2.22 3 9 2 2 50400.0 3
18 Female 3.3 3 6 6 0 25000.0 7
20 Female 3.22 4 9 10 4 54300.0 4
29 Male 3.03 1 3 10 4 74700.0 8
19 Female 3.85 0 10 1 4 48100.0 7
18 Male 3.04 2 3 2 0 26200.0 3
24 Female 3.98 3 10 5 4 62000.0 7
22 Male 3.02 3 7 10 1 74700.0 6
18 Female 2.23 3 7 5 4 25000.0 6
23 Male 2.94 1 4 10 0 58000.0 10
22 Female 2.36 4 8 3 4 59700.0 3
20 Male 3.19 1 2 5 1 57200.0 4
29 Male 3.39 3 1 9 5 53500.0 4
24 Female 2.94 0 1 2 0 51800.0 6
28 Female 2.2 3 2 6 2 46100.0 9
27 Male 2.94 0 6 8 0 72200.0 5
26 Male 2.16 0 8 3 3 51400.0 8
26 Female 3.36 3 3 2 2 86100.0 5
26 Female 3.58 3 6 1 2 64200.0 6
19 Female 3.92 0 8 1 0 51700.0 6
20 Male 2.3 1 9 4 3 36200.0 4
24 Female 3.06 1 8 6 2 58400.0 10
22 Male 3.14 1 7 7 5 37500.0 10
19 Male 3.84 2 4 8 4 40100.0 5
20 Female 3.25 0 3 8 3 44600.0 4
27 Female 2.29 2 7 10 3 30800.0 2
23 Female 2.87 2 1 1 5 76400.0 2
24 Male 3.31 0 7 8 5 32000.0 8
26 Male 3.4 2 6 10 0 54100.0 4
18 Male 3.73 0 3 1 0 38100.0 9
28 Other 2.36 4 3 3 0 28500.0 6
24 Male 3.9 4 2 5 3 46600.0 5
25 Male 2.12 0 1 10 1 47900.0 7
29 Male 3.97 0 5 10 0 72800.0 6
20 Female 3.72 0 7 8 1 56200.0 4
21 Male 3.32 1 7 8 2 53200.0 10
27 Female 3.47 0 6 6 4 61400.0 9
23 Male 2.15 3 10 4 5 45800.0 6
27 Female 2.08 4 6 4 4 40800.0 3
24 Male 2.2 4 7 8 1 40100.0 4
21 Female 2.17 0 8 3 5 39200.0 4
25 Female 3.09 4 5 8 3 54400.0 8
22 Male 2.43 0 1 4 4 28100.0 5
18 Other 3.72 0 7 10 1 46500.0 8
21 Male 2.89 4 2 9 0 69900.0 8
20 Female 3.39 4 5 2 1 54600.0 6
26 Female 3.31 3 7 10 2 48500.0 5
25 Male 2.64 2 7 1 5 42100.0 2
18 Male 2.49 3 9 4 1 37100.0 1
28 Male 2.68 3 5 9 0 68900.0 7
23 Male 3.59 4 6 7 1 51500.0 10
26 Male 3.17 3 10 9 0 42400.0 10
24 Male 2.51 4 6 9 5 45400.0 7
21 Male 3.64 1 1 10 0 36700.0 2
18 Female 2.11 0 10 9 2 51700.0 3
29 Male 3.4 2 7 9 2 51600.0 8
19 Male 2.88 1 10 7 4 59200.0 4
29 Female 3.46 0 7 8 0 27200.0 5
22 Male 3.85 0 4 2 0 52000.0 7
29 Male 3.5 2 4 9 0 58400.0 8
28 Male 2.88 3 6 2 4 47600.0 1
22 Female 2.3 0 3 8 3 70200.0 7
25 Female 3.61 2 10 2 2 59700.0 3
23 Male 2.92 4 6 8 2 66300.0 5
25 Female 2.15 0 4 3 0 33900.0 1
19 Female 3.44 0 10 2 4 25000.0 3
20 Female 2.58 3 8 6 0 54300.0 5
23 Female 2.1 3 5 6 2 25000.0 1
29 Female 3.81 4 8 1 5 41100.0 2
27 Male 2.97 0 9 7 4 49600.0 3
20 Male 2.56 3 4 1 1 61200.0 8
23 Male 3.43 2 1 4 2 51400.0 5
23 Female 3.77 0 10 6 1 71800.0 5
19 Female 2.0 2 7 8 3 39600.0 3
24 Female 3.38 1 7 8 1 36300.0 9
29 Other 3.53 4 5 10 4 84000.0 9
19 Male 2.42 3 5 7 1 47700.0 2
23 Female 2.98 1 1 5 3 52000.0 8
18 Female 2.18 3 3 6 2 41500.0 1
20 Other 3.49 1 1 8 3 36800.0 5
19 Other 3.69 3 7 3 4 47600.0 7
24 Female 2.22 4 5 6 5 65700.0 8
21 Male 3.63 0 4 4 5 46700.0 8
25 Female 3.54 2 7 3 1 25000.0 6
23 Male 2.69 1 9 3 1 33500.0 7
29 Female 3.38 2 6 4 4 78300.0 4
27 Female 2.0 2 9 6 0 25000.0 10
21 Male 3.86 3 6 1 4 39100.0 7
22 Female 3.1 0 10 2 4 56600.0 7
26 Male 3.24 3 9 4 3 57000.0 9
24 Male 3.33 2 6 10 3 57300.0 2
27 Male 3.12 4 9 9 4 63400.0 8
26 Female 3.71 0 3 8 2 46700.0 9
24 Female 3.22 0 5 10 1 34700.0 3
29 Female 3.82 2 5 8 4 46700.0 8
18 Male 3.16 3 10 7 0 67900.0 1
29 Female 2.34 4 8 6 1 25100.0 10
25 Female 3.83 1 7 7 2 43100.0 5
21 Male 3.36 3 2 6 4 50300.0 1
20 Male 3.4 0 2 3 5 40200.0 1
24 Male 3.97 3 7 6 2 42100.0 6
29 Female 2.15 1 10 7 5 56100.0 5
20 Female 2.86 4 10 6 1 52000.0 5
25 Female 2.48 4 4 2 0 64200.0 2
23 Male 3.26 1 6 6 1 58300.0 10
22 Female 3.61 1 9 2 5 65500.0 9
21 Male 3.93 2 10 1 5 40300.0 5
25 Male 2.91 0 4 10 1 89100.0 3
25 Female 3.57 2 7 10 5 25000.0 7
29 Male 3.83 3 9 10 4 62100.0 6
18 Female 3.37 1 1 5 1 34800.0 6
26 Male 2.49 2 10 4 4 25400.0 5
22 Female 3.22 0 2 9 4 75100.0 4
21 Male 3.94 0 9 9 5 44400.0 6
23 Female 3.98 1 5 9 5 30900.0 7
23 Male 3.28 2 4 3 2 43900.0 8
19 Male 3.77 4 7 10 5 39800.0 2
25 Female 2.4 1 5 3 0 47600.0 4
24 Male 2.49 3 1 3 4 45100.0 7
18 Female 3.91 2 9 10 3 29600.0 3
22 Other 2.27 2 8 5 5 51000.0 5
29 Male 2.38 1 3 6 5 49800.0 10
23 Male 2.84 2 10 6 2 74300.0 7
21 Female 3.18 2 3 3 4 71700.0 9
19 Other 3.21 3 3 2 4 50100.0 6
21 Female 2.58 3 7 6 2 56900.0 2
18 Female 3.84 4 2 4 1 34300.0 9
24 Female 3.83 3 9 9 4 59900.0 6
19 Male 2.78 4 4 2 0 91000.0 10
19 Other 2.87 3 7 4 4 32800.0 2
26 Other 3.4 4 8 2 2 40800.0 1
22 Male 3.33 3 5 5 3 53700.0 4
19 Male 2.76 3 8 3 2 52800.0 2
28 Male 2.83 1 4 4 2 51700.0 7
26 Male 2.7 3 10 9 0 39700.0 7
26 Female 2.47 4 2 10 1 29000.0 3
18 Male 2.92 1 3 5 0 37200.0 10
28 Male 3.37 4 6 9 0 62500.0 1
20 Male 3.48 3 10 5 4 80500.0 2
21 Other 3.56 3 6 10 3 58100.0 8
24 Female 2.75 4 7 9 2 44900.0 4
27 Male 3.53 2 4 8 0 62400.0 3
21 Male 2.01 1 8 1 0 29600.0 10
19 Other 2.95 1 8 3 5 49500.0 7
24 Female 3.59 3 7 5 1 41100.0 10
23 Male 3.26 1 3 3 1 45800.0 4
20 Male 2.95 4 3 10 5 41500.0 2
23 Male 3.29 3 2 1 3 33300.0 3
28 Male 3.81 1 7 2 2 75500.0 4
23 Female 3.13 0 6 2 0 40700.0 1
29 Female 3.6 1 7 4 4 40600.0 8
22 Female 3.96 4 2 6 5 49100.0 8
21 Female 3.41 1 4 2 1 53100.0 5
27 Male 3.15 2 1 6 0 74200.0 6
29 Female 2.07 2 2 1 4 52600.0 4
18 Female 2.75 3 7 8 0 58300.0 3
27 Male 3.13 2 5 3 3 25000.0 3
23 Male 3.59 4 10 8 5 54600.0 4
19 Female 2.88 0 3 3 3 38600.0 6
20 Male 3.92 0 2 1 4 38900.0 2
25 Male 2.54 3 3 4 1 32200.0 6
27 Female 3.49 3 4 3 5 45000.0 8
23 Other 2.84 2 10 8 3 55700.0 9
20 Male 2.97 4 10 1 1 56500.0 4
24 Female 3.61 2 5 9 4 53000.0 5
21 Male 2.59 4 8 9 5 40700.0 8
26 Female 2.19 4 9 6 4 39100.0 10
22 Female 3.04 0 2 5 0 43700.0 2
20 Female 3.06 4 3 5 4 51600.0 10
19 Male 3.59 1 4 6 0 26500.0 2
28 Female 3.94 4 7 7 1 46100.0 9
19 Female 2.11 0 6 8 5 44400.0 6
20 Male 3.18 2 6 3 0 55300.0 10
19 Male 3.36 4 10 10 5 92500.0 9
21 Male 3.97 1 7 1 1 49800.0 10
19 Male 3.89 3 1 5 3 50200.0 7
27 Female 3.42 2 8 1 1 59900.0 5
26 Male 3.04 3 9 2 2 47000.0 9
19 Male 2.32 1 2 8 0 56500.0 9
26 Female 2.77 0 1 3 3 69600.0 2
23 Male 3.17 0 4 10 1 45600.0 8
18 Female 3.45 2 2 4 4 72900.0 8
21 Male 3.27 4 6 6 0 52900.0 2
18 Female 3.43 4 3 8 1 62000.0 10
23 Female 2.86 3 9 1 3 65400.0 7
21 Female 3.46 0 8 2 5 69900.0 1
20 Male 2.29 4 7 6 4 67000.0 5
20 Female 2.33 4 7 8 5 70900.0 5
26 Male 2.33 0 7 8 0 52600.0 10
23 Male 3.78 0 5 3 3 39500.0 5
26 Male 2.15 1 8 4 4 51500.0 2
22 Female 3.6 3 4 10 5 33900.0 3
19 Male 2.47 0 5 4 2 45100.0 6
25 Female 2.94 1 3 4 4 41100.0 1
22 Male 3.83 0 3 2 5 27600.0 6
19 Male 3.17 2 2 6 0 63800.0 6
21 Female 2.42 2 5 8 2 70000.0 7
26 Male 2.57 2 2 9 1 39100.0 9
21 Female 3.84 0 10 1 2 59600.0 9
29 Male 2.85 4 4 1 2 89900.0 4
29 Female 3.17 4 10 9 2 67900.0 2
29 Female 2.92 2 1 4 4 34600.0 5
21 Male 2.76 3 2 7 2 63400.0 1
19 Male 2.45 1 1 2 2 47400.0 5
29 Female 3.37 2 2 10 1 63100.0 10
23 Female 3.44 1 4 1 2 84700.0 3
28 Male 2.55 1 1 7 5 49000.0 7
19 Male 3.58 2 6 6 4 71200.0 7
29 Female 3.71 4 1 3 3 38700.0 3
24 Female 3.84 3 3 10 3 42800.0 5
20 Male 2.32 2 2 4 4 25000.0 9
20 Female 2.61 1 2 1 4 74400.0 4
22 Male 3.72 0 4 7 2 25100.0 2
20 Female 2.4 0 9 9 4 33000.0 3
19 Male 2.01 1 3 1 2 53400.0 1
27 Other 3.74 2 6 2 0 80700.0 5
26 Female 2.65 4 10 2 1 25000.0 9
19 Female 2.83 2 3 6 1 55500.0 2
28 Female 2.89 3 10 5 1 28600.0 3
19 Female 3.7 0 5 6 0 75200.0 3
25 Female 2.68 1 9 1 1 52600.0 7
26 Male 3.78 4 3 6 2 73300.0 10
24 Female 3.23 2 8 6 5 38600.0 7
20 Female 3.05 3 6 7 3 43200.0 1
26 Female 2.65 2 8 2 1 36000.0 3
20 Male 2.49 3 2 6 1 71700.0 1
22 Male 3.25 2 9 9 2 71300.0 9
26 Male 2.89 4 1 9 5 40200.0 7
29 Female 3.82 4 3 2 2 64600.0 5
20 Male 2.98 1 4 5 1 48500.0 7
24 Female 3.02 4 6 7 4 25000.0 3
29 Female 2.83 3 4 5 0 57500.0 3
18 Female 3.58 1 2 3 3 62800.0 1
21 Female 2.85 4 3 1 3 66500.0 5
21 Male 2.54 0 3 7 0 51100.0 7
24 Male 3.72 3 6 8 1 44900.0 3
25 Male 3.19 1 5 6 1 42600.0 5
18 Female 3.18 3 5 7 1 63600.0 10
22 Male 3.22 1 4 9 1 56300.0 1
24 Female 3.44 3 4 2 1 40400.0 7
29 Male 2.63 0 9 5 5 54200.0 8
21 Male 2.07 4 7 3 3 60800.0 8
21 Male 3.62 2 8 2 1 61200.0 1
21 Female 2.26 2 4 3 2 50000.0 4
29 Female 3.44 2 3 4 4 68700.0 9
23 Male 2.16 1 1 2 1 38200.0 2
24 Female 2.75 4 9 2 5 50700.0 1
19 Male 2.13 1 9 8 2 64000.0 6
22 Other 3.04 1 2 3 3 54700.0 1
21 Female 3.31 1 4 3 2 51300.0 6
20 Male 2.34 1 4 4 0 38800.0 1
24 Female 2.74 4 1 5 0 30700.0 6
28 Male 3.86 2 2 3 2 39700.0 9
29 Other 2.88 3 8 6 1 67600.0 5
23 Male 3.61 1 6 10 1 40200.0 4
24 Female 3.85 4 1 3 5 50000.0 8
22 Male 3.95 0 7 8 1 79800.0 4
23 Female 3.8 3 7 4 5 65400.0 4
22 Female 2.63 1 6 5 2 47700.0 9
24 Female 3.93 1 8 3 0 46300.0 1
19 Female 3.62 3 5 5 0 71600.0 3
28 Female 3.67 3 2 7 3 44900.0 4
22 Male 2.03 1 4 3 5 50100.0 8
23 Male 3.91 4 8 3 0 47200.0 1
23 Male 3.56 0 8 1 0 74600.0 3
22 Other 3.54 4 5 2 4 49900.0 2
27 Male 2.16 2 6 4 0 45100.0 6
24 Female 2.47 2 9 9 2 60400.0 9
27 Female 3.92 2 10 3 5 79200.0 10
25 Male 3.0 1 10 10 1 31700.0 9
24 Male 2.8 0 10 5 2 55200.0 10
22 Male 3.68 0 2 9 5 37600.0 5
18 Male 2.17 1 5 4 1 71500.0 3
22 Male 2.83 1 9 4 1 33300.0 8
27 Male 2.75 1 3 6 3 62200.0 9
19 Female 2.7 0 6 7 5 39000.0 9
22 Other 2.62 1 4 6 0 74600.0 1
22 Male 2.42 3 4 4 3 86300.0 10
19 Male 2.35 3 3 7 1 68500.0 5
22 Male 3.28 3 10 10 4 49400.0 10
21 Female 3.84 1 1 3 4 31900.0 9
18 Female 3.02 3 8 3 5 52900.0 3
20 Male 2.6 1 5 7 3 53900.0 7
18 Male 2.32 3 2 6 3 84900.0 9
29 Female 3.66 1 1 2 0 52000.0 2
28 Female 3.94 4 1 1 3 39300.0 2
22 Male 2.7 2 4 6 3 53100.0 5
21 Female 2.58 4 4 9 2 44300.0 8
24 Male 3.2 2 6 3 3 48600.0 10
22 Male 3.55 2 7 9 5 82400.0 5
27 Female 2.91 3 1 6 3 37300.0 8
21 Female 3.26 2 10 4 5 64400.0 4
19 Male 3.43 2 2 10 5 45300.0 9
21 Female 3.92 4 3 10 2 49500.0 4
29 Male 2.33 2 9 10 1 49800.0 5
19 Female 3.99 1 4 2 5 35500.0 7
25 Female 2.78 1 6 9 1 58800.0 9
20 Female 3.45 3 2 5 2 25000.0 5
26 Female 3.14 4 2 5 0 45500.0 7
21 Male 2.97 0 2 2 3 54400.0 4
23 Female 3.4 4 5 5 5 58700.0 2
27 Female 2.79 0 9 6 0 58000.0 2
22 Female 2.25 2 6 2 4 33100.0 5
27 Male 2.98 0 9 1 0 43700.0 2
18 Female 3.04 2 6 6 3 52100.0 2
26 Female 2.4 4 9 9 1 38700.0 2
18 Male 3.87 4 5 9 3 52700.0 4
25 Female 2.45 3 1 9 5 58100.0 8
26 Male 2.82 3 6 5 3 41900.0 7
26 Male 2.31 2 4 10 3 59600.0 5
18 Female 3.07 2 9 1 0 46200.0 7
19 Female 2.62 1 6 3 1 37800.0 6
29 Female 2.98 1 1 8 1 69800.0 8
18 Male 2.45 1 6 9 5 42700.0 8
27 Other 2.11 4 3 4 0 28400.0 7
19 Male 3.56 0 3 3 0 42300.0 5
27 Male 3.28 2 7 2 0 53700.0 6
29 Male 2.68 3 2 5 4 55100.0 10
25 Female 2.09 2 9 2 4 33700.0 8
22 Female 3.73 0 9 9 3 59300.0 7
29 Female 2.34 2 7 10 5 49400.0 5
28 Female 3.86 3 9 9 4 28200.0 10
24 Male 2.96 3 6 3 0 25000.0 8
19 Female 2.68 0 9 4 0 53200.0 4
25 Male 3.48 3 10 9 0 45200.0 6
28 Female 3.75 4 2 1 1 36700.0 4
23 Male 2.74 3 5 7 5 40700.0 5
25 Female 2.81 0 6 2 1 48500.0 10
18 Female 2.87 0 6 9 4 48200.0 3
18 Female 3.84 2 4 3 2 48200.0 2
29 Female 3.39 3 4 6 2 47800.0 1
24 Male 2.5 3 5 5 0 79600.0 3
25 Female 2.37 0 6 2 1 42300.0 1
20 Male 2.46 2 8 9 5 60900.0 6
22 Female 2.53 2 10 3 3 59100.0 2
29 Female 2.46 4 1 6 4 41300.0 3
18 Male 3.32 4 8 9 1 25000.0 8
24 Other 2.23 0 2 8 0 43700.0 5
22 Female 2.77 2 7 10 0 25100.0 2
25 Male 3.25 2 4 5 2 25000.0 2
25 Female 2.58 4 8 6 5 42400.0 3
26 Male 2.13 4 6 3 5 51200.0 3
24 Female 2.16 0 5 5 0 46800.0 8
28 Female 2.25 2 10 6 0 25500.0 5
18 Other 3.67 0 10 3 3 31800.0 8
20 Female 3.32 4 5 10 4 52300.0 4
25 Male 2.13 3 4 2 3 59300.0 9
20 Female 2.78 4 3 10 2 37500.0 3
25 Male 2.56 2 3 9 1 49600.0 2
18 Female 3.16 0 3 7 5 53100.0 6
22 Female 3.05 2 7 4 2 75900.0 4
21 Male 2.96 4 8 3 5 73700.0 2
22 Male 2.63 4 8 4 0 58900.0 6
25 Female 2.28 1 2 9 4 25000.0 4
27 Female 3.48 4 3 9 0 72200.0 10
21 Male 3.76 2 2 6 4 57100.0 4
28 Male 3.89 0 6 9 4 40300.0 10
21 Male 2.12 0 3 9 4 79600.0 4
20 Female 3.48 1 6 6 1 45300.0 4
24 Male 3.45 2 4 5 2 82300.0 8
20 Female 3.89 4 10 3 5 33100.0 1
29 Male 2.51 3 10 1 5 43600.0 9
20 Female 3.48 0 6 4 1 25000.0 3
28 Male 2.11 2 3 1 1 43000.0 5
27 Female 3.26 1 5 1 1 68100.0 5
22 Male 2.7 3 8 6 3 41600.0 4
22 Female 3.54 2 3 5 3 37500.0 4
23 Male 3.73 4 9 7 3 68800.0 7
25 Female 2.73 0 9 1 1 52400.0 4
27 Female 3.05 4 7 1 0 52000.0 10
23 Male 2.23 1 8 8 3 33600.0 3
29 Female 2.83 0 9 6 3 34800.0 9
18 Female 2.72 3 1 8 1 46300.0 4
25 Male 2.37 0 7 6 2 25000.0 4
25 Male 3.79 4 10 6 0 62000.0 10
26 Male 2.3 2 3 10 4 59200.0 8
26 Female 3.27 2 6 7 4 56300.0 7
19 Female 3.78 2 9 2 5 30300.0 4
19 Male 3.82 1 10 3 0 60600.0 8
20 Female 3.59 1 8 4 1 37200.0 10
18 Female 2.35 2 2 1 2 68600.0 2
21 Female 3.63 3 4 9 2 45400.0 9
21 Female 2.55 4 5 9 4 51200.0 2
26 Female 3.84 3 10 4 2 59500.0 10
26 Female 3.42 2 6 1 4 54500.0 3
26 Male 3.57 4 7 1 5 25000.0 6
27 Female 2.17 1 4 6 3 25000.0 7
24 Female 3.17 0 4 2 5 38200.0 9
19 Male 3.64 0 5 1 1 56100.0 8
27 Female 3.72 4 9 10 2 75800.0 6
22 Female 2.06 3 9 2 1 45400.0 8
21 Female 3.88 4 1 7 3 62200.0 5
29 Male 2.09 3 5 4 0 60200.0 10
28 Male 3.23 3 5 7 0 29900.0 10
25 Female 3.39 0 7 7 0 49900.0 9
19 Female 2.21 1 8 4 4 41000.0 4
23 Male 2.1 2 3 2 4 36200.0 1
22 Female 3.57 1 1 9 0 75500.0 8
29 Female 2.77 2 2 10 3 55700.0 5
19 Male 2.21 0 6 10 5 37500.0 9
28 Male 3.53 2 6 3 4 41100.0 3
27 Male 3.7 3 5 1 5 51900.0 9
18 Female 3.17 4 5 8 5 55600.0 8
25 Male 2.32 2 9 4 0 25000.0 6
19 Male 2.03 1 7 9 1 70000.0 10
24 Male 3.4 0 6 8 0 53100.0 10
26 Male 3.1 0 7 7 0 36100.0 8
26 Male 3.3 4 3 9 1 86200.0 8
25 Male 3.63 3 7 2 5 56500.0 7
28 Female 2.87 3 3 4 4 73200.0 7
29 Female 2.25 0 8 5 5 68700.0 3
27 Male 3.88 3 10 5 1 80300.0 7
26 Male 3.09 4 10 1 4 65900.0 3
19 Other 3.23 0 9 9 3 64200.0 9
23 Male 3.87 3 3 9 4 61500.0 5
21 Male 3.86 2 7 5 2 71600.0 8
21 Male 3.14 2 8 10 4 41600.0 3
22 Male 2.6 3 3 3 2 56200.0 3
29 Female 3.99 2 6 8 4 41800.0 3
20 Male 3.36 4 7 7 1 64000.0 8
18 Female 2.82 1 4 5 4 45500.0 9
25 Male 3.12 4 6 1 0 46600.0 7
22 Male 2.83 4 7 7 4 25000.0 1
20 Female 3.78 3 7 1 1 79900.0 6
27 Male 2.96 4 1 1 1 31400.0 3
24 Female 3.65 3 2 9 4 56400.0 1
24 Male 3.68 0 1 6 4 59200.0 10
18 Female 3.65 3 9 7 4 71200.0 2
29 Male 3.44 3 7 2 5 42600.0 3
26 Female 3.71 0 7 8 5 29600.0 7
19 Male 2.77 1 3 7 3 64400.0 6
22 Female 2.23 0 5 5 2 67400.0 2
22 Male 3.68 3 2 8 4 55500.0 5
25 Female 3.0 2 5 2 4 50700.0 1
25 Male 2.25 3 8 6 2 49500.0 3
24 Female 2.23 0 10 4 0 33400.0 1
24 Male 2.32 3 3 7 3 25000.0 3
29 Male 3.5 0 4 6 3 74900.0 2
28 Female 3.42 4 8 6 0 50200.0 4
23 Male 2.41 1 2 5 2 62300.0 5
23 Male 3.69 1 1 5 2 44700.0 3
28 Female 2.56 0 3 2 1 44700.0 10
26 Other 3.59 1 2 7 2 43000.0 5
23 Male 2.98 2 10 7 5 47100.0 7
29 Female 3.46 2 2 8 3 66900.0 10
19 Female 2.76 1 4 4 5 52000.0 9
19 Male 2.69 0 6 9 1 75200.0 8
22 Female 3.68 2 10 10 4 33000.0 6
21 Female 2.07 1 10 3 4 47300.0 9
28 Other 3.95 3 5 3 4 49200.0 8
19 Male 3.3 2 4 2 1 60900.0 4
20 Female 2.86 4 8 10 3 39500.0 2
24 Male 3.26 2 5 7 2 67300.0 9
25 Male 2.25 1 2 10 1 59500.0 6
29 Male 3.03 1 4 2 3 74000.0 10
23 Other 3.97 1 7 7 2 42400.0 8
28 Female 2.47 0 4 3 0 25100.0 8
22 Female 3.44 0 6 1 3 64500.0 4
18 Female 2.87 3 2 8 5 66400.0 10
25 Male 3.3 3 9 8 5 25000.0 5
20 Male 2.41 2 4 10 0 58500.0 1
23 Male 2.94 1 1 1 4 54700.0 9
20 Male 3.96 3 3 6 4 41800.0 7
24 Female 2.39 1 7 4 3 73300.0 1
24 Female 3.27 2 10 5 5 43700.0 10
29 Male 3.15 0 9 8 0 75500.0 10
26 Male 3.13 3 6 8 1 64100.0 3
22 Male 3.23 4 4 7 2 60800.0 9
25 Male 3.0 4 2 5 4 57300.0 1
27 Female 2.03 4 9 6 4 61000.0 6
27 Female 3.8 4 8 8 4 41100.0 5
25 Female 3.65 4 7 5 4 32100.0 4
18 Male 2.35 4 2 3 5 75500.0 1
29 Male 2.83 4 2 9 3 41500.0 7
22 Male 3.54 3 8 9 5 46800.0 1
20 Female 3.96 4 9 10 3 29900.0 1
18 Female 3.9 4 9 1 0 59300.0 2
21 Male 3.8 2 8 7 1 34100.0 9
25 Female 2.32 3 1 4 0 56200.0 1
20 Female 3.83 2 5 6 5 45100.0 8
27 Female 3.76 1 7 7 5 53500.0 1
19 Female 2.75 4 10 8 1 75300.0 1
28 Female 2.79 0 6 5 3 33000.0 9
26 Female 2.92 4 1 5 4 42300.0 8
27 Male 3.31 4 10 6 0 38500.0 1
22 Male 2.52 2 6 7 1 57400.0 7
24 Male 2.05 1 4 5 2 56200.0 8
28 Male 2.28 2 3 5 1 46800.0 2
28 Female 2.88 3 4 4 0 67600.0 4
19 Female 2.56 1 8 1 3 50400.0 2
26 Male 3.53 1 6 7 4 40800.0 6
26 Female 2.21 1 9 7 2 69800.0 5
21 Male 3.83 2 5 6 0 46400.0 5
21 Male 3.79 4 9 10 3 47500.0 8
23 Male 3.82 4 4 2 1 48700.0 1
27 Male 3.48 4 4 2 3 53400.0 10
27 Male 2.21 4 6 6 3 67800.0 2
27 Female 2.88 4 10 9 4 63400.0 1
23 Male 2.26 3 7 5 0 59300.0 4
29 Other 3.98 0 2 7 5 35500.0 2
18 Male 2.67 1 4 2 3 49600.0 10
26 Male 3.17 0 8 6 1 47900.0 7
19 Male 3.56 3 9 6 1 58400.0 5
22 Female 3.84 4 5 10 4 47100.0 5
26 Male 3.51 3 6 6 3 71600.0 1
21 Female 3.35 3 10 6 1 59700.0 2
28 Female 2.93 0 7 4 5 58900.0 5
20 Female 3.21 1 7 5 1 35300.0 7
24 Female 2.19 2 3 4 4 39200.0 1
23 Male 3.77 2 2 6 3 42100.0 7
25 Male 3.09 1 10 9 4 50100.0 2
20 Male 2.08 4 8 5 3 67900.0 2
22 Female 3.84 3 9 5 1 38600.0 9
27 Male 2.98 4 8 3 5 25700.0 8
21 Male 3.74 3 8 7 0 71500.0 10
21 Other 3.71 2 2 5 1 43100.0 4
21 Male 3.63 1 4 2 0 49000.0 5
27 Female 2.12 0 6 9 3 65100.0 9
25 Female 2.49 0 8 5 3 67600.0 4
23 Male 3.75 1 2 7 2 36300.0 10
20 Male 3.8 2 8 7 3 54000.0 8
27 Male 2.92 3 1 10 3 70900.0 5
22 Female 2.88 0 6 8 2 50600.0 1
23 Female 2.35 2 8 4 0 66600.0 7
22 Female 3.94 1 8 7 3 52500.0 10
23 Female 2.43 4 7 3 4 66500.0 3
25 Female 2.38 2 7 9 3 70000.0 7
24 Male 3.32 2 10 8 3 76000.0 8
22 Male 2.49 4 9 10 1 57100.0 4
27 Female 3.88 2 2 9 3 44100.0 6
23 Male 2.02 0 1 2 3 54100.0 10
21 Male 2.01 0 2 4 4 55000.0 7
29 Female 3.01 0 3 1 2 50200.0 8
26 Male 2.98 2 9 8 2 61000.0 3
